Individual,Block,Strain,Replicate,Cell,Environment,Sex,Focal haplotype,Social haplotype,Mortality,Social Survival,Development time (hrs),Wing size (mm),Day emerged,Hours from lights on,Female offspring,Male offspring,Total female assay,Male red 1,Female red 1,Total red vial 1,Male bw 1,Female bw 1,Total bw vial 1,Proportion red vial 1,Male red 2,Female red 2,Total red vial 2,Male bw 2,Female bw 2,Total bw vial 2,Proportion red vial 2,Total red all vials,Total bw all vials,Proportion red all vials
1826,6,Dahomey 1,37,13,11,M,Dahomey,Dahomey,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1827,6,Israel 1,37,14,11,F,Israel,Dahomey,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1828,6,Dahomey 1,37,14,11,M,Dahomey,Israel,N,L,251,0.872,10,13,NA,NA,NA,0,0,0,9,26,35,0,0,0,0,0,0,0,0,0,35,0
1829,6,Sweden 1,37,15,11,F,Sweden,Dahomey,N,L,226,1.096,9,12,30,37,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1830,6,Dahomey 1,37,15,11,M,Dahomey,Sweden,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1831,6,Barcelona 1,37,16,11,F,Barcelona,Israel,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1832,6,Israel 1,37,16,11,M,Israel,Barcelona,N,L,270,0.865,11,8,NA,NA,NA,0,0,0,35,49,84,0,0,0,0,8,9,17,0,0,101,0
1833,6,Brownsville 1,37,17,11,F,Brownsville,Israel,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1834,6,Israel 1,37,17,11,M,Israel,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1835,6,Dahomey 1,37,18,11,F,Dahomey,Israel,N,L,259,0.959,10,21,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,6,Israel 1,37,18,11,M,Israel,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1837,6,Israel 1,37,19,11,F,Israel,Israel,P,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1838,6,Israel 1,37,19,11,M,Israel,Israel,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1839,6,Sweden 1,37,20,11,F,Sweden,Israel,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1840,6,Israel 1,37,20,11,M,Israel,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1841,6,Barcelona 1,37,21,11,F,Barcelona,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1842,6,Sweden 1,37,21,11,M,Sweden,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843,6,Brownsville 1,37,22,11,F,Brownsville,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1844,6,Sweden 1,37,22,11,M,Sweden,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1845,6,Dahomey 1,37,23,11,F,Dahomey,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,6,Sweden 1,37,23,11,M,Sweden,Dahomey,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1847,6,Israel 1,37,24,11,F,Israel,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1848,6,Sweden 1,37,24,11,M,Sweden,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1849,6,Sweden 1,37,25,11,F,Sweden,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,6,Sweden 1,37,25,11,M,Sweden,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1851,6,Barcelona 1,38,1,11,F,Barcelona,Barcelona,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1852,6,Barcelona 1,38,1,11,M,Barcelona,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1853,6,Brownsville 1,38,2,11,F,Brownsville,Barcelona,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854,6,Barcelona 1,38,2,11,M,Barcelona,Brownsville,N,L,269,,11,7,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,6,Dahomey 1,38,3,11,F,Dahomey,Barcelona,N,L,240,1.1,10,2,30,28,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,6,Barcelona 1,38,3,11,M,Barcelona,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1857,6,Israel 1,38,4,11,F,Israel,Barcelona,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1858,6,Barcelona 1,38,4,11,M,Barcelona,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1859,6,Sweden 1,38,5,11,F,Sweden,Barcelona,N,N,252,NA,10,14,22,17,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860,6,Barcelona 1,38,5,11,M,Barcelona,Sweden,N,N,241,NA,10,3,NA,NA,NA,0,0,0,46,46,92,0,0,0,0,4,11,15,0,0,107,0
1861,6,Barcelona 1,38,6,11,F,Barcelona,Brownsville,N,L,246,,10,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862,6,Brownsville 1,38,6,11,M,Brownsville,Barcelona,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1863,6,Brownsville 1,38,7,11,F,Brownsville,Brownsville,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,6,Brownsville 1,38,7,11,M,Brownsville,Brownsville,N,L,230,,9,16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,6,Dahomey 1,38,8,11,F,Dahomey,Brownsville,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866,6,Brownsville 1,38,8,11,M,Brownsville,Dahomey,N,L,247,,10,9,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,6,Israel 1,38,9,11,F,Israel,Brownsville,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,6,Brownsville 1,38,9,11,M,Brownsville,Israel,N,L,261,0.892,10,23,NA,NA,NA,0,0,0,19,31,50,0,0,0,0,4,2,6,0,0,56,0
1869,6,Sweden 1,38,10,11,F,Sweden,Brownsville,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870,6,Brownsville 1,38,10,11,M,Brownsville,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1871,6,Barcelona 1,38,11,11,F,Barcelona,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,6,Dahomey 1,38,11,11,M,Dahomey,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1873,6,Brownsville 1,38,12,11,F,Brownsville,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,6,Dahomey 1,38,12,11,M,Dahomey,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1875,6,Dahomey 1,38,13,11,F,Dahomey,Dahomey,N,N,256,0.976,10,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,6,Dahomey 1,38,13,11,M,Dahomey,Dahomey,N,N,247,NA,10,9,NA,NA,NA,0,0,0,5,8,13,0,0,0,0,5,10,15,0,0,28,0
1877,6,Israel 1,38,14,11,F,Israel,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,6,Dahomey 1,38,14,11,M,Dahomey,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1879,6,Sweden 1,38,15,11,F,Sweden,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,6,Dahomey 1,38,15,11,M,Dahomey,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1881,6,Barcelona 1,38,16,11,F,Barcelona,Israel,N,L,247,,10,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,6,Israel 1,38,16,11,M,Israel,Barcelona,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1883,6,Brownsville 1,38,17,11,F,Brownsville,Israel,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,6,Israel 1,38,17,11,M,Israel,Brownsville,N,P,257,0.918,10,19,NA,NA,NA,0,0,0,37,47,84,0,0,0,0,10,11,21,0,0,105,0
1885,6,Dahomey 1,38,18,11,F,Dahomey,Israel,N,L,254,,10,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,6,Israel 1,38,18,11,M,Israel,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1887,6,Israel 1,38,19,11,F,Israel,Israel,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,6,Israel 1,38,19,11,M,Israel,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1889,6,Sweden 1,38,20,11,F,Sweden,Israel,N,N,247,,10,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,6,Israel 1,38,20,11,M,Israel,Sweden,N,N,239,NA,9,1,NA,NA,NA,0,0,0,22,24,46,0,0,0,0,11,8,19,0,0,65,0
1891,6,Barcelona 1,38,21,11,F,Barcelona,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,6,Sweden 1,38,21,11,M,Sweden,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1893,6,Brownsville 1,38,22,11,F,Brownsville,Sweden,N,L,239,,9,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,6,Sweden 1,38,22,11,M,Sweden,Brownsville,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1895,6,Dahomey 1,38,23,11,F,Dahomey,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1896,6,Sweden 1,38,23,11,M,Sweden,Dahomey,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1897,6,Israel 1,38,24,11,F,Israel,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1898,6,Sweden 1,38,24,11,M,Sweden,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1899,6,Sweden 1,38,25,11,F,Sweden,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,6,Sweden 1,38,25,11,M,Sweden,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1901,6,Barcelona 1,39,1,11,F,Barcelona,Barcelona,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902,6,Barcelona 1,39,1,11,M,Barcelona,Barcelona,N,P,273,0.865,11,11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,6,Brownsville 1,39,2,11,F,Brownsville,Barcelona,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,6,Barcelona 1,39,2,11,M,Barcelona,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1905,6,Dahomey 1,39,3,11,F,Dahomey,Barcelona,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,6,Barcelona 1,39,3,11,M,Barcelona,Dahomey,N,L,254,0.929,10,16,NA,NA,NA,0,0,0,11,24,35,0,0,0,0,0,0,0,0,0,35,0
1907,6,Israel 1,39,4,11,F,Israel,Barcelona,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,6,Barcelona 1,39,4,11,M,Barcelona,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1909,6,Sweden 1,39,5,11,F,Sweden,Barcelona,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,6,Barcelona 1,39,5,11,M,Barcelona,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1911,6,Barcelona 1,39,6,11,F,Barcelona,Brownsville,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,6,Brownsville 1,39,6,11,M,Brownsville,Barcelona,N,P,247,NA,10,9,NA,NA,NA,0,0,0,17,28,45,0,0,0,0,1,2,3,0,0,48,0
1913,6,Brownsville 1,39,7,11,F,Brownsville,Brownsville,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,6,Brownsville 1,39,7,11,M,Brownsville,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1915,6,Dahomey 1,39,8,11,F,Dahomey,Brownsville,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,6,Brownsville 1,39,8,11,M,Brownsville,Dahomey,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1917,6,Israel 1,39,9,11,F,Israel,Brownsville,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,6,Brownsville 1,39,9,11,M,Brownsville,Israel,N,L,244,0.706,10,6,NA,NA,NA,0,0,0,38,40,78,0,0,0,0,20,20,40,0,0,118,0
1919,6,Sweden 1,39,10,11,F,Sweden,Brownsville,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920,6,Brownsville 1,39,10,11,M,Brownsville,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1921,6,Barcelona 1,39,11,11,F,Barcelona,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1922,6,Dahomey 1,39,11,11,M,Dahomey,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1923,6,Brownsville 1,39,12,11,F,Brownsville,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924,6,Dahomey 1,39,12,11,M,Dahomey,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1925,6,Dahomey 1,39,13,11,F,Dahomey,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,6,Dahomey 1,39,13,11,M,Dahomey,Dahomey,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1927,6,Israel 1,39,14,11,F,Israel,Dahomey,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,6,Dahomey 1,39,14,11,M,Dahomey,Israel,N,L,249,1.078,10,11,NA,NA,NA,39,32,71,9,12,21,0.77173913,5,8,13,1,0,1,0.928571429,84,22,0.79245283
1929,6,Sweden 1,39,15,11,F,Sweden,Dahomey,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,6,Dahomey 1,39,15,11,M,Dahomey,Sweden,N,L,243,1.008,10,5,NA,NA,NA,20,29,49,5,1,6,0.890909091,0,0,0,0,0,0,0,49,6,0.890909091
1931,6,Barcelona 1,39,16,11,F,Barcelona,Israel,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,6,Israel 1,39,16,11,M,Israel,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1933,6,Brownsville 1,39,17,11,F,Brownsville,Israel,N,P,NA,1.094,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,6,Israel 1,39,17,11,M,Israel,Brownsville,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1935,6,Dahomey 1,39,18,11,F,Dahomey,Israel,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,6,Israel 1,39,18,11,M,Israel,Dahomey,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1937,6,Israel 1,39,19,11,F,Israel,Israel,N,N,270,NA,11,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,6,Israel 1,39,19,11,M,Israel,Israel,N,N,268,0.844,11,6,NA,NA,NA,33,37,70,10,11,21,0.769230769,0,3,3,7,8,15,0.166666667,73,36,0.669724771
1939,6,Sweden 1,39,20,11,F,Sweden,Israel,N,N,253,1.068,10,15,28,18,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,6,Israel 1,39,20,11,M,Israel,Sweden,N,N,271,0.9,11,9,NA,NA,NA,23,13,36,10,6,16,0.692307692,0,3,3,0,0,0,1,39,16,0.709090909
1941,6,Barcelona 1,39,21,11,F,Barcelona,Sweden,N,P,245,1.04,10,7,21,25,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,6,Sweden 1,39,21,11,M,Sweden,Barcelona,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1943,6,Brownsville 1,39,22,11,F,Brownsville,Sweden,N,L,241,,10,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,6,Sweden 1,39,22,11,M,Sweden,Brownsville,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1945,6,Dahomey 1,39,23,11,F,Dahomey,Sweden,N,P,251,NA,10,13,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,6,Sweden 1,39,23,11,M,Sweden,Dahomey,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1947,6,Israel 1,39,24,11,F,Israel,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,6,Sweden 1,39,24,11,M,Sweden,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,6,Sweden 1,39,25,11,F,Sweden,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,6,Sweden 1,39,25,11,M,Sweden,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,6,Barcelona 1,40,1,11,F,Barcelona,Barcelona,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,6,Barcelona 1,40,1,11,M,Barcelona,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1953,6,Brownsville 1,40,2,11,F,Brownsville,Barcelona,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,6,Barcelona 1,40,2,11,M,Barcelona,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1955,6,Dahomey 1,40,3,11,F,Dahomey,Barcelona,N,P,257,0.985,10,19,22,32,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,6,Barcelona 1,40,3,11,M,Barcelona,Dahomey,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1957,6,Israel 1,40,4,11,F,Israel,Barcelona,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,6,Barcelona 1,40,4,11,M,Barcelona,Israel,N,P,277,,11,15,NA,NA,NA,0,0,0,25,30,55,0,0,0,0,5,6,11,0,0,66,0
1959,6,Sweden 1,40,5,11,F,Sweden,Barcelona,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,6,Barcelona 1,40,5,11,M,Barcelona,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1961,6,Barcelona 1,40,6,11,F,Barcelona,Brownsville,N,N,255,0.989,10,17,8,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
